id,source_dataset,source_record_id,variant_text,variant_text_normalized,phonetic_text,variant_pinyin,ipa,ipa_source,canonical_text,canonical_pinyin,canonical_ipa,variant_type,split,occurrence_count,duplicate_record_ids,input_text,input_ipa,input_text_ipa
local:pcr-219#1:01,local_657_homophone_fragments,pcr-219#1:01,你这个咋种,你这个咋种,你这个咋种,ni3 zhe4 ge za3 zhong3,ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˨˩˦ ʈʂʊŋ˨˩˦,generated_mandarin_tonal,你这个杂种,ni3 zhe4 ge za2 zhong3,ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˧˥ ʈʂʊŋ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 你这个咋种,[IPA] ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˨˩˦ ʈʂʊŋ˨˩˦,[VARIANT] 你这个咋种 [IPA] ni˨˩˦ ʈʂɤ˥˩ kɤ tsa˨˩˦ ʈʂʊŋ˨˩˦
local:pcr-27#1:01,local_657_homophone_fragments,pcr-27#1:01,珍妮玛士多,珍妮玛士多,珍妮玛士多,zhen1 ni1 ma3 shi4 duo1,ʈʂən˥ ni˥ ma˨˩˦ ʂɻ̩˥˩ tuɔ˥,generated_mandarin_tonal,真你妈事多,zhen1 ni3 ma1 shi4 duo1,ʈʂən˥ ni˨˩˦ ma˥ ʂɻ̩˥˩ tuɔ˥,歧义同音词,train,1,[],[VARIANT] 珍妮玛士多,[IPA] ʈʂən˥ ni˥ ma˨˩˦ ʂɻ̩˥˩ tuɔ˥,[VARIANT] 珍妮玛士多 [IPA] ʈʂən˥ ni˥ ma˨˩˦ ʂɻ̩˥˩ tuɔ˥
local:pcr-399#1:01,local_657_homophone_fragments,pcr-399#1:01,上海,上海,上海,shang4 hai3,ʂɑŋ˥˩ xai˨˩˦,generated_mandarin_tonal,伤害,shang1 hai4,ʂɑŋ˥ xai˥˩,歧义同音词,train,1,[],[VARIANT] 上海,[IPA] ʂɑŋ˥˩ xai˨˩˦,[VARIANT] 上海 [IPA] ʂɑŋ˥˩ xai˨˩˦
local:pcr-105#1:01,local_657_homophone_fragments,pcr-105#1:01,zhuang了,zhuang了,zhuang了,zhuang le,ʈʂuɑŋ lɤ,generated_mandarin_tonal,装了,zhuang1 le,ʈʂuɑŋ˥ lɤ,语音替代,train,1,[],[VARIANT] zhuang了,[IPA] ʈʂuɑŋ lɤ,[VARIANT] zhuang了 [IPA] ʈʂuɑŋ lɤ
local:pcr-216#1:01,local_657_homophone_fragments,pcr-216#1:01,你比李时珍见啊,你比李时珍见啊,你比李时珍见啊,ni3 bi3 li3 shi2 zhen1 jian4 a,ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a,generated_mandarin_tonal,你比李时珍贱啊,ni3 bi3 li3 shi2 zhen1 jian4 a,ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a,非词汇同音词,train,1,[],[VARIANT] 你比李时珍见啊,[IPA] ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a,[VARIANT] 你比李时珍见啊 [IPA] ni˨˩˦ pi˨˩˦ li˨˩˦ ʂɻ̩˧˥ ʈʂən˥ tɕiɛn˥˩ a
local:pcr-489#1:01,local_657_homophone_fragments,pcr-489#1:01,gone she,gone she,gone she,gone she,ɡˈɒn ʃiː,generated_mandarin_tonal,关系,guan1 xi4,kuan˥ ɕi˥˩,跨语言语音编码,train,1,[],[VARIANT] gone she,[IPA] ɡˈɒn ʃiː,[VARIANT] gone she [IPA] ɡˈɒn ʃiː
local:pcr-80#1:01,local_657_homophone_fragments,pcr-80#1:01,皇到家了,皇到家了,皇到家了,huang2 dao4 jia1 le,xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ,generated_mandarin_tonal,黄到家了,huang2 dao4 jia1 le,xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ,歧义同音词,train,1,[],[VARIANT] 皇到家了,[IPA] xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ,[VARIANT] 皇到家了 [IPA] xuɑŋ˧˥ tɑʊ˥˩ tɕia˥ lɤ
local:pcr-21#1:01,local_657_homophone_fragments,pcr-21#1:01,全价4万,全价4万,全价四万,quan2 jia4 si4 wan4,tɕʰyɛn˧˥ tɕia˥˩ sɹ̩˥˩ wan˥˩,generated_mandarin_tonal,全家死完,quan2 jia1 si3 wan2,tɕʰyɛn˧˥ tɕia˥ sɹ̩˨˩˦ wan˧˥,语音替代,train,1,[],[VARIANT] 全价4万,[IPA] tɕʰyɛn˧˥ tɕia˥˩ sɹ̩˥˩ wan˥˩,[VARIANT] 全价4万 [IPA] tɕʰyɛn˧˥ tɕia˥˩ sɹ̩˥˩ wan˥˩
local:pcr-405#1:01,local_657_homophone_fragments,pcr-405#1:01,政钱,政钱,政钱,zheng4 qian2,ʈʂɤŋ˥˩ tɕʰiɛn˧˥,generated_mandarin_tonal,挣钱,zheng4 qian2,ʈʂɤŋ˥˩ tɕʰiɛn˧˥,非词汇同音词,train,1,[],[VARIANT] 政钱,[IPA] ʈʂɤŋ˥˩ tɕʰiɛn˧˥,[VARIANT] 政钱 [IPA] ʈʂɤŋ˥˩ tɕʰiɛn˧˥
local:pcr-354#1:01,local_657_homophone_fragments,pcr-354#1:01,郑在,郑在,郑在,zheng4 zai4,ʈʂɤŋ˥˩ tsai˥˩,generated_mandarin_tonal,正在,zheng4 zai4,ʈʂɤŋ˥˩ tsai˥˩,歧义同音词,train,1,[],[VARIANT] 郑在,[IPA] ʈʂɤŋ˥˩ tsai˥˩,[VARIANT] 郑在 [IPA] ʈʂɤŋ˥˩ tsai˥˩
local:pcr-427#1:01,local_657_homophone_fragments,pcr-427#1:01,6神无主,6神无主,六神无主,liu4 shen2 wu2 zhu3,liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦,generated_mandarin_tonal,六神无主,liu4 shen2 wu2 zhu3,liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦,语音替代,train,1,[],[VARIANT] 6神无主,[IPA] liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦,[VARIANT] 6神无主 [IPA] liou˥˩ ʂən˧˥ u˧˥ ʈʂu˨˩˦
local:pcr-461#1:01,local_657_homophone_fragments,pcr-461#1:01,太婉了,太婉了,太婉了,tai4 wan3 le,tʰai˥˩ wan˨˩˦ lɤ,generated_mandarin_tonal,太晚了,tai4 wan3 le,tʰai˥˩ wan˨˩˦ lɤ,歧义同音词,train,1,[],[VARIANT] 太婉了,[IPA] tʰai˥˩ wan˨˩˦ lɤ,[VARIANT] 太婉了 [IPA] tʰai˥˩ wan˨˩˦ lɤ
local:pcr-137#1:01,local_657_homophone_fragments,pcr-137#1:01,6,6,六,liu4,liou˥˩,generated_mandarin_tonal,6,liu4,liou˥˩,语音替代,train,1,[],[VARIANT] 6,[IPA] liou˥˩,[VARIANT] 6 [IPA] liou˥˩
local:pcr-256#1:01,local_657_homophone_fragments,pcr-256#1:01,你的螂来了,你的螂来了,你的螂来了,ni3 de lang2 lai2 le,ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ,generated_mandarin_tonal,你的郎来了,ni3 de lang2 lai2 le,ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ,歧义同音词,train,1,[],[VARIANT] 你的螂来了,[IPA] ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ,[VARIANT] 你的螂来了 [IPA] ni˨˩˦ tɤ lɑŋ˧˥ lai˧˥ lɤ
local:pcr-355#1:01,local_657_homophone_fragments,pcr-355#1:01,过乔米线,过乔米线,过乔米线,guo4 qiao2 mi3 xian4,kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩,generated_mandarin_tonal,过桥米线,guo4 qiao2 mi3 xian4,kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩,非词汇同音词,train,1,[],[VARIANT] 过乔米线,[IPA] kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩,[VARIANT] 过乔米线 [IPA] kuɔ˥˩ tɕʰiɑʊ˧˥ mi˨˩˦ ɕiɛn˥˩
local:pcr-111#1:01,local_657_homophone_fragments,pcr-111#1:01,浮木,浮木,浮木,fu2 mu4,fu˧˥ mu˥˩,generated_mandarin_tonal,父母,fu4 mu3,fu˥˩ mu˨˩˦,歧义同音词,train,1,[],[VARIANT] 浮木,[IPA] fu˧˥ mu˥˩,[VARIANT] 浮木 [IPA] fu˧˥ mu˥˩
local:pcr-391#1:01,local_657_homophone_fragments,pcr-391#1:01,脚头烂额,脚头烂额,脚头烂额,jiao3 tou2 lan4 e2,tɕiɑʊ˨˩˦ tʰoʊ˧˥ lan˥˩ ɤ˧˥,generated_mandarin_tonal,焦头烂额,jiao1 tou2 lan4 e2,tɕiɑʊ˥ tʰoʊ˧˥ lan˥˩ ɤ˧˥,非词汇同音词,train,1,[],[VARIANT] 脚头烂额,[IPA] tɕiɑʊ˨˩˦ tʰoʊ˧˥ lan˥˩ ɤ˧˥,[VARIANT] 脚头烂额 [IPA] tɕiɑʊ˨˩˦ tʰoʊ˧˥ lan˥˩ ɤ˧˥
local:pcr-422#1:01,local_657_homophone_fragments,pcr-422#1:01,看的我蕉绿,看的我蕉绿,看的我蕉绿,kan4 de wo3 jiao1 lv4,kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩,generated_mandarin_tonal,看的我焦虑,kan4 de wo3 jiao1 lv4,kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩,非词汇同音词,train,1,[],[VARIANT] 看的我蕉绿,[IPA] kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩,[VARIANT] 看的我蕉绿 [IPA] kʰan˥˩ tɤ wɔ˨˩˦ tɕiɑʊ˥ ly˥˩
local:pcr-139#1:01,local_657_homophone_fragments,pcr-139#1:01,待批,待批,待批,dai4 pi1,tai˥˩ pʰi˥,generated_mandarin_tonal,呆逼,dai1 bi1,tai˥ pi˥,歧义同音词,train,1,[],[VARIANT] 待批,[IPA] tai˥˩ pʰi˥,[VARIANT] 待批 [IPA] tai˥˩ pʰi˥
local:pcr-116#1:01,local_657_homophone_fragments,pcr-116#1:01,一坨10,一坨10,一坨一零,yi1 tuo2 yi1 ling2,i˥ tʰuɔ˧˥ i˥ liŋ˧˥,generated_mandarin_tonal,一坨屎,yi1 tuo2 shi3,i˥ tʰuɔ˧˥ ʂɻ̩˨˩˦,语音替代,train,1,[],[VARIANT] 一坨10,[IPA] i˥ tʰuɔ˧˥ i˥ liŋ˧˥,[VARIANT] 一坨10 [IPA] i˥ tʰuɔ˧˥ i˥ liŋ˧˥
local:pcr-350#1:01,local_657_homophone_fragments,pcr-350#1:01,1314,1314,一三一四,yi1 san1 yi1 si4,i˥ san˥ i˥ sɹ̩˥˩,generated_mandarin_tonal,一生一世,yi4 sheng1 yi2 shi4,i˥˩ ʂɤŋ˥ i˧˥ ʂɻ̩˥˩,语音替代,train,1,[],[VARIANT] 1314,[IPA] i˥ san˥ i˥ sɹ̩˥˩,[VARIANT] 1314 [IPA] i˥ san˥ i˥ sɹ̩˥˩
local:pcr-205#1:02,local_657_homophone_fragments,pcr-205#1:02,噶,噶,噶,ga2,ka˧˥,generated_mandarin_tonal,嘎,ga1,ka˥,歧义同音词,train,1,[],[VARIANT] 噶,[IPA] ka˧˥,[VARIANT] 噶 [IPA] ka˧˥
local:pcr-30#1:01,local_657_homophone_fragments,pcr-30#1:01,司马,司马,司马,si1 ma3,sɹ̩˥ ma˨˩˦,generated_mandarin_tonal,死妈,si3 ma1,sɹ̩˨˩˦ ma˥,歧义同音词,train,1,[],[VARIANT] 司马,[IPA] sɹ̩˥ ma˨˩˦,[VARIANT] 司马 [IPA] sɹ̩˥ ma˨˩˦
local:pcr-83#1:01,local_657_homophone_fragments,pcr-83#1:01,风了,风了,风了,feng1 le,fɤŋ˥ lɤ,generated_mandarin_tonal,疯了,feng1 le,fɤŋ˥ lɤ,非词汇同音词,train,1,[],[VARIANT] 风了,[IPA] fɤŋ˥ lɤ,[VARIANT] 风了 [IPA] fɤŋ˥ lɤ
local:pcr-467#1:01,local_657_homophone_fragments,pcr-467#1:01,9494,9494,九四九四,jiu3 si4 jiu3 si4,tɕiou˨˩˦ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩,generated_mandarin_tonal,就是就是,jiu4 shi4 jiu4 shi4,tɕiou˥˩ ʂɻ̩˥˩ tɕiou˥˩ ʂɻ̩˥˩,语音替代,train,1,[],[VARIANT] 9494,[IPA] tɕiou˨˩˦ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩,[VARIANT] 9494 [IPA] tɕiou˨˩˦ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩
local:pcr-482#1:01,local_657_homophone_fragments,pcr-482#1:01,慌空,慌空,慌空,huang1 kong1,xuɑŋ˥ kʰʊŋ˥,generated_mandarin_tonal,惶恐,huang2 kong3,xuɑŋ˧˥ kʰʊŋ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 慌空,[IPA] xuɑŋ˥ kʰʊŋ˥,[VARIANT] 慌空 [IPA] xuɑŋ˥ kʰʊŋ˥
local:pcr-166#1:01,local_657_homophone_fragments,pcr-166#1:01,傻杯,傻杯,傻杯,sha3 bei1,ʂa˨˩˦ pei˥,generated_mandarin_tonal,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,非词汇同音词,train,1,[],[VARIANT] 傻杯,[IPA] ʂa˨˩˦ pei˥,[VARIANT] 傻杯 [IPA] ʂa˨˩˦ pei˥
local:pcr-490#1:01,local_657_homophone_fragments,pcr-490#1:01,别上,别上,别上,bie2 shang4,piɛ˧˥ ʂɑŋ˥˩,generated_mandarin_tonal,边上,bian1 shang4,piɛn˥ ʂɑŋ˥˩,跨语言语音编码,train,1,[],[VARIANT] 别上,[IPA] piɛ˧˥ ʂɑŋ˥˩,[VARIANT] 别上 [IPA] piɛ˧˥ ʂɑŋ˥˩
local:pcr-254#1:01,local_657_homophone_fragments,pcr-254#1:01,亡牌,亡牌,亡牌,wang2 pai2,wɑŋ˧˥ pʰai˧˥,generated_mandarin_tonal,王牌,wang2 pai2,wɑŋ˧˥ pʰai˧˥,非词汇同音词,train,1,[],[VARIANT] 亡牌,[IPA] wɑŋ˧˥ pʰai˧˥,[VARIANT] 亡牌 [IPA] wɑŋ˧˥ pʰai˧˥
local:pcr-390#1:01,local_657_homophone_fragments,pcr-390#1:01,你拔我罐罪,你拔我罐罪,你拔我罐罪,ni3 ba2 wo3 guan4 zui4,ni˨˩˦ pa˧˥ wɔ˨˩˦ kuan˥˩ tsuei˥˩,generated_mandarin_tonal,你把我灌醉,ni3 ba3 wo3 guan4 zui4,ni˨˩˦ pa˨˩˦ wɔ˨˩˦ kuan˥˩ tsuei˥˩,非词汇同音词,train,1,[],[VARIANT] 你拔我罐罪,[IPA] ni˨˩˦ pa˧˥ wɔ˨˩˦ kuan˥˩ tsuei˥˩,[VARIANT] 你拔我罐罪 [IPA] ni˨˩˦ pa˧˥ wɔ˨˩˦ kuan˥˩ tsuei˥˩
local:pcr-474#1:01,local_657_homophone_fragments,pcr-474#1:01,煎墙,煎墙,煎墙,jian1 qiang2,tɕiɛn˥ tɕʰiɑŋ˧˥,generated_mandarin_tonal,坚强,jian1 qiang2,tɕiɛn˥ tɕʰiɑŋ˧˥,非词汇同音词,train,1,[],[VARIANT] 煎墙,[IPA] tɕiɛn˥ tɕʰiɑŋ˧˥,[VARIANT] 煎墙 [IPA] tɕiɛn˥ tɕʰiɑŋ˧˥
local:pcr-436#1:01,local_657_homophone_fragments,pcr-436#1:01,心弦,心弦,心弦,xin1 xian2,ɕin˥ ɕiɛn˧˥,generated_mandarin_tonal,新鲜,xin1 xian1,ɕin˥ ɕiɛn˥,歧义同音词,train,1,[],[VARIANT] 心弦,[IPA] ɕin˥ ɕiɛn˧˥,[VARIANT] 心弦 [IPA] ɕin˥ ɕiɛn˧˥
local:pcr-498#1:01,local_657_homophone_fragments,pcr-498#1:01,留字们,留字们,留字们,liu2 zi4 men,liou˧˥ tsɹ̩˥˩ mən,generated_mandarin_tonal,留子们,liu2 zi men,liou˧˥ tsɹ̩ mən,语音替代,train,1,[],[VARIANT] 留字们,[IPA] liou˧˥ tsɹ̩˥˩ mən,[VARIANT] 留字们 [IPA] liou˧˥ tsɹ̩˥˩ mən
local:pcr-498#1:02,local_657_homophone_fragments,pcr-498#1:02,通货P胀,通货po胀,通货po胀,tong1 huo4 po zhang4,tʰʊŋ˥ xuɔ˥˩ pʰuɔ ʈʂɑŋ˥˩,generated_mandarin_tonal,通货膨胀,tong1 huo4 peng2 zhang4,tʰʊŋ˥ xuɔ˥˩ pʰɤŋ˧˥ ʈʂɑŋ˥˩,语音替代,train,1,[],[VARIANT] 通货P胀,[IPA] tʰʊŋ˥ xuɔ˥˩ pʰuɔ ʈʂɑŋ˥˩,[VARIANT] 通货P胀 [IPA] tʰʊŋ˥ xuɔ˥˩ pʰuɔ ʈʂɑŋ˥˩
local:pcr-431#1:01,local_657_homophone_fragments,pcr-431#1:01,萧何财路煎煎饺,萧何财路煎煎饺,萧何财路煎煎饺,xiao1 he2 cai2 lu4 jian1 jian1 jiao3,ɕiɑʊ˥ xɤ˧˥ tsʰai˧˥ lu˥˩ tɕiɛn˥ tɕiɛn˥ tɕiɑʊ˨˩˦,generated_mandarin_tonal,小荷才露尖尖角,xiao3 he2 cai2 lu4 jian1 jian1 jiao3,ɕiɑʊ˨˩˦ xɤ˧˥ tsʰai˧˥ lu˥˩ tɕiɛn˥ tɕiɛn˥ tɕiɑʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 萧何财路煎煎饺,[IPA] ɕiɑʊ˥ xɤ˧˥ tsʰai˧˥ lu˥˩ tɕiɛn˥ tɕiɛn˥ tɕiɑʊ˨˩˦,[VARIANT] 萧何财路煎煎饺 [IPA] ɕiɑʊ˥ xɤ˧˥ tsʰai˧˥ lu˥˩ tɕiɛn˥ tɕiɛn˥ tɕiɑʊ˨˩˦
local:pcr-58#1:01,local_657_homophone_fragments,pcr-58#1:01,G8,G8,G八,G ba1,dʒˈiː pa˥,generated_mandarin_tonal,鸡巴,ji1 ba1,tɕi˥ pa˥,语音替代,train,1,[],[VARIANT] G8,[IPA] dʒˈiː pa˥,[VARIANT] G8 [IPA] dʒˈiː pa˥
local:pcr-24#1:01,local_657_homophone_fragments,pcr-24#1:01,二笔,二笔,二笔,er4 bi3,əɻ˥˩ pi˨˩˦,generated_mandarin_tonal,二逼,er4 bi1,əɻ˥˩ pi˥,非词汇同音词,train,1,[],[VARIANT] 二笔,[IPA] əɻ˥˩ pi˨˩˦,[VARIANT] 二笔 [IPA] əɻ˥˩ pi˨˩˦
local:pcr-152#1:01,local_657_homophone_fragments,pcr-152#1:01,低能er,低能er,低能er,di1 neng2 er,ti˥ nɤŋ˧˥ əɻ,generated_mandarin_tonal,低能儿,di1 neng2 er2,ti˥ nɤŋ˧˥ əɻ˧˥,语音替代,train,1,[],[VARIANT] 低能er,[IPA] ti˥ nɤŋ˧˥ əɻ,[VARIANT] 低能er [IPA] ti˥ nɤŋ˧˥ əɻ
local:pcr-419#1:01,local_657_homophone_fragments,pcr-419#1:01,加期,加期,加期,jia1 qi1,tɕia˥ tɕʰi˥,generated_mandarin_tonal,假期,jia4 qi1,tɕia˥˩ tɕʰi˥,歧义同音词,train,1,[],[VARIANT] 加期,[IPA] tɕia˥ tɕʰi˥,[VARIANT] 加期 [IPA] tɕia˥ tɕʰi˥
local:pcr-419#1:02,local_657_homophone_fragments,pcr-419#1:02,鱼块,鱼块,鱼块,yu2 kuai4,y˧˥ kʰuai˥˩,generated_mandarin_tonal,愉快,yu2 kuai4,y˧˥ kʰuai˥˩,歧义同音词,train,1,[],[VARIANT] 鱼块,[IPA] y˧˥ kʰuai˥˩,[VARIANT] 鱼块 [IPA] y˧˥ kʰuai˥˩
local:pcr-402#1:01,local_657_homophone_fragments,pcr-402#1:01,宁波打的,宁波打的,宁波打的,ning2 bo1 da3 di1,niŋ˧˥ puɔ˥ ta˨˩˦ ti˥,generated_mandarin_tonal,您拨打的,nin2 bo1 da3 di1,nin˧˥ puɔ˥ ta˨˩˦ ti˥,歧义同音词,train,1,[],[VARIANT] 宁波打的,[IPA] niŋ˧˥ puɔ˥ ta˨˩˦ ti˥,[VARIANT] 宁波打的 [IPA] niŋ˧˥ puɔ˥ ta˨˩˦ ti˥
local:pcr-296#1:01,local_657_homophone_fragments,pcr-296#1:01,扒拉拉能亮,扒拉拉能亮,扒拉拉能亮,ba1 la1 la1 neng2 liang4,pa˥ la˥ la˥ nɤŋ˧˥ liɑŋ˥˩,generated_mandarin_tonal,巴啦啦能量,ba1 la la neng2 liang4,pa˥ la la nɤŋ˧˥ liɑŋ˥˩,非词汇同音词,train,1,[],[VARIANT] 扒拉拉能亮,[IPA] pa˥ la˥ la˥ nɤŋ˧˥ liɑŋ˥˩,[VARIANT] 扒拉拉能亮 [IPA] pa˥ la˥ la˥ nɤŋ˧˥ liɑŋ˥˩
local:pcr-208#1:01,local_657_homophone_fragments,pcr-208#1:01,玼世鸭梨,玼世鸭梨,玼世鸭梨,ci3 shi4 ya1 li2,tsʰɹ̩˨˩˦ ʂɻ̩˥˩ ja˥ li˧˥,generated_mandarin_tonal,吃屎呀你,chi1 shi3 ya ni3,ʈʂʰɻ̩˥ ʂɻ̩˨˩˦ ja ni˨˩˦,非词汇同音词,train,1,[],[VARIANT] 玼世鸭梨,[IPA] tsʰɹ̩˨˩˦ ʂɻ̩˥˩ ja˥ li˧˥,[VARIANT] 玼世鸭梨 [IPA] tsʰɹ̩˨˩˦ ʂɻ̩˥˩ ja˥ li˧˥
local:pcr-193#1:01,local_657_homophone_fragments,pcr-193#1:01,吃完shi,吃完shi,吃完shi,chi1 wan2 shi,ʈʂʰɻ̩˥ wan˧˥ ʂɻ̩,generated_mandarin_tonal,吃完屎,chi1 wan2 shi3,ʈʂʰɻ̩˥ wan˧˥ ʂɻ̩˨˩˦,语音替代,train,1,[],[VARIANT] 吃完shi,[IPA] ʈʂʰɻ̩˥ wan˧˥ ʂɻ̩,[VARIANT] 吃完shi [IPA] ʈʂʰɻ̩˥ wan˧˥ ʂɻ̩
local:pcr-421#1:01,local_657_homophone_fragments,pcr-421#1:01,莓道理,莓道理,莓道理,mei2 dao4 li3,mei˧˥ tɑʊ˥˩ li˨˩˦,generated_mandarin_tonal,没道理,mei2 dao4 li3,mei˧˥ tɑʊ˥˩ li˨˩˦,非词汇同音词,train,1,[],[VARIANT] 莓道理,[IPA] mei˧˥ tɑʊ˥˩ li˨˩˦,[VARIANT] 莓道理 [IPA] mei˧˥ tɑʊ˥˩ li˨˩˦
local:pcr-333#1:01,local_657_homophone_fragments,pcr-333#1:01,长安,长安,长安,chang2 an1,ʈʂʰɑŋ˧˥ an˥,generated_mandarin_tonal,常按,chang2 an4,ʈʂʰɑŋ˧˥ an˥˩,歧义同音词,train,1,[],[VARIANT] 长安,[IPA] ʈʂʰɑŋ˧˥ an˥,[VARIANT] 长安 [IPA] ʈʂʰɑŋ˧˥ an˥
local:pcr-458#1:01,local_657_homophone_fragments,pcr-458#1:01,笱男人,笱男人,笱男人,gou3 nan2 ren2,koʊ˨˩˦ nan˧˥ ɻən˧˥,generated_mandarin_tonal,狗男人,gou3 nan2 ren2,koʊ˨˩˦ nan˧˥ ɻən˧˥,非词汇同音词,train,1,[],[VARIANT] 笱男人,[IPA] koʊ˨˩˦ nan˧˥ ɻən˧˥,[VARIANT] 笱男人 [IPA] koʊ˨˩˦ nan˧˥ ɻən˧˥
local:pcr-448#1:01,local_657_homophone_fragments,pcr-448#1:01,滴至伍哲,滴至伍哲,滴至伍哲,di1 zhi4 wu3 zhe2,ti˥ ʈʂɻ̩˥˩ u˨˩˦ ʈʂɤ˧˥,generated_mandarin_tonal,低至五折,di1 zhi4 wu3 zhe2,ti˥ ʈʂɻ̩˥˩ u˨˩˦ ʈʂɤ˧˥,非词汇同音词,train,1,[],[VARIANT] 滴至伍哲,[IPA] ti˥ ʈʂɻ̩˥˩ u˨˩˦ ʈʂɤ˧˥,[VARIANT] 滴至伍哲 [IPA] ti˥ ʈʂɻ̩˥˩ u˨˩˦ ʈʂɤ˧˥
local:pcr-161#1:01,local_657_homophone_fragments,pcr-161#1:01,肺5,肺5,肺五,fei4 wu3,fei˥˩ u˨˩˦,generated_mandarin_tonal,废物,fei4 wu4,fei˥˩ u˥˩,语音替代,train,1,[],[VARIANT] 肺5,[IPA] fei˥˩ u˨˩˦,[VARIANT] 肺5 [IPA] fei˥˩ u˨˩˦
local:pcr-335#1:01,local_657_homophone_fragments,pcr-335#1:01,44944,44944,四四九四四,si4 si4 jiu3 si4 si4,sɹ̩˥˩ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩ sɹ̩˥˩,generated_mandarin_tonal,试试就试试,shi4 shi4 jiu4 shi4 shi4,ʂɻ̩˥˩ ʂɻ̩˥˩ tɕiou˥˩ ʂɻ̩˥˩ ʂɻ̩˥˩,语音替代,train,1,[],[VARIANT] 44944,[IPA] sɹ̩˥˩ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩ sɹ̩˥˩,[VARIANT] 44944 [IPA] sɹ̩˥˩ sɹ̩˥˩ tɕiou˨˩˦ sɹ̩˥˩ sɹ̩˥˩
local:pcr-303#1:01,local_657_homophone_fragments,pcr-303#1:01,锁乙呢？,锁乙呢？,锁乙呢？,suo3 yi3 ne ？,suɔ˨˩˦ i˨˩˦ nɤ,generated_mandarin_tonal,所以呢？,suo3 yi3 ne ？,suɔ˨˩˦ i˨˩˦ nɤ,非词汇同音词,train,1,[],[VARIANT] 锁乙呢？,[IPA] suɔ˨˩˦ i˨˩˦ nɤ,[VARIANT] 锁乙呢？ [IPA] suɔ˨˩˦ i˨˩˦ nɤ
local:pcr-230#1:01,local_657_homophone_fragments,pcr-230#1:01,撒椒,撒椒,撒椒,sa1 jiao1,sa˥ tɕiɑʊ˥,generated_mandarin_tonal,傻屌,sha3 diao3,ʂa˨˩˦ tiɑʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 撒椒,[IPA] sa˥ tɕiɑʊ˥,[VARIANT] 撒椒 [IPA] sa˥ tɕiɑʊ˥
local:pcr-18#1:01,local_657_homophone_fragments,pcr-18#1:01,大厦避风,大厦避风,大厦避风,da4 sha4 bi4 feng1,ta˥˩ ʂa˥˩ pi˥˩ fɤŋ˥,generated_mandarin_tonal,大傻逼疯,da4 sha3 bi1 feng1,ta˥˩ ʂa˨˩˦ pi˥ fɤŋ˥,非词汇同音词,train,1,[],[VARIANT] 大厦避风,[IPA] ta˥˩ ʂa˥˩ pi˥˩ fɤŋ˥,[VARIANT] 大厦避风 [IPA] ta˥˩ ʂa˥˩ pi˥˩ fɤŋ˥
local:pcr-215#1:01,local_657_homophone_fragments,pcr-215#1:01,极拔,极拔,极拔,ji2 ba2,tɕi˧˥ pa˧˥,generated_mandarin_tonal,鸡巴,ji1 ba1,tɕi˥ pa˥,非词汇同音词,train,1,[],[VARIANT] 极拔,[IPA] tɕi˧˥ pa˧˥,[VARIANT] 极拔 [IPA] tɕi˧˥ pa˧˥
