fragment_id,source_dataset,review_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,ipa,ipa_candidate,canonical_ipa,canonical_ipa_candidate,needs_manual_review,manual_review_reasons,extraction_method,category,review_categories,official_code_pinyin,official_decode_pinyin,official_code_ipa,official_decode_ipa,original_review,decode_review,source_instance_count,source_review_ids,deduplication_key,split
codedlang:758:02,Crowd-AI-Lab/CodedLang,758,ball ball,ball ball,ball ball,ball ball,求求,求求,qiu qiu,bˈɔːl bˈɔːl,bˈɔːl bˈɔːl,tɕʰiou tɕʰiou,tɕʰiou tɕʰiou,否,[],official_dictionary_casefold,跨语言语音编码,"phonetic, transliteration",qiu2 qiu2,qiu2 qiu2,tɕʰjou̯˧˥ tɕʰjou̯˧˥,tɕʰjou̯˧˥ tɕʰjou̯˧˥,真jb难吃 简直就是泔水 一点也不夸张 店里是没盐了嘛 这水平就别来丢中国人的脸了行吗 ball ball您老板全家,真鸡巴难吃 简直就是泔水 一点也不夸张 店里是没盐了嘛 这水平就别来丢中国人的脸了行吗 求求您老板全家,1,"[""758""]",ball ball -> 求求,train
codedlang:64:01,Crowd-AI-Lab/CodedLang,64,木有,木有,木有,mu you,没有,没有,mei you,mu iou,mu iou,mei iou,mei iou,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,mu4 you3,mei2 you3,mu˥˩ jou̯˧˩˧,mei̯˧˥ jou̯˧˩˧,吃完擦擦手抹抹嘴，我来汇报啦。Bubba Gump Shrimp 阿甘虾餐厅，第一次听说是在“晓松说”，第一次长草是在做攻略的时候，算得上是慕名而去。环境那是没话说，墙上的装饰、菜单上经典台词和乒乓板式样的酒单，分分钟钟让你回忆起经典电影《阿甘正传》Forrest Gump 。再说说服务员，都是年轻的美女帅哥，为我们服务的高大帅哥非常帅气和有趣，还帮我们安排在最好的靠窗位置。最后也是最重要的当然是食物——5夏威夷沙拉，桃子草莓鸡肉的组合再加上各种坚果和蔬菜，相当可口清爽。6虾的天堂，用薯条做底➕各种不同的炸虾，配三种口味的酱料，最好吃的外面有椰丝的那种。7手抓蒜味虾，应该是店里的照片，越吃越好吃，根本停不下来（曲调请自行脑补[呲牙]）清蒸螃蟹和各种贝类，一个字鲜，不仅里面的内容全部吃完，而且配着饭就着面包把桶底的汤汁也全部吃掉了[偷笑][偷笑]都说美国木有好吃的，我们咋就不觉得呢[憨笑][憨笑][憨笑],吃完擦擦手抹抹嘴，我来汇报啦。Bu逼逼a Gump Shrimp 阿甘虾餐厅，第一吃听说是在“晓松说”，第一吃长草是在做攻略的时候，算得上是慕名而去。环境那是没话说，墙上的装饰、菜单上经典台词和乒乓板式样的酒单，分分钟钟让你回忆起经典电影《阿甘正传》Forrest Gump 。再说说服务员，都是年轻的美女帅哥，为我们服务的高大帅哥非常帅气和有趣，还帮我们安排在最好的靠窗位置。最后也是最重要的当然是食物——5夏威夷沙拉，桃子草莓鸡肉的组合再加上各种坚果和蔬菜，相当可口清爽。厉害虾的天堂，用薯条做底➕各种不同的炸虾，配三种口味的酱料，最好吃的外面有椰丝的那种。7手抓蒜味虾，应该是店里的照片，越吃越好吃，根本停不下来（曲调请自行脑补[呲牙]）清蒸螃蟹和各种贝类，一个字鲜，不仅里面的内容全部吃完，而且配着饭就着面包把桶底的汤汁也全部吃掉了[偷笑][偷笑]都说美国没有好吃的，我们咋就不觉得呢[憨笑][憨笑][憨笑],21,"[""64"", ""182"", ""199"", ""219"", ""222"", ""226"", ""241"", ""267"", ""268"", ""330"", ""353"", ""386"", ""402"", ""436"", ""443"", ""463"", ""471"", ""484"", ""493"", ""503"", ""532""]",木有 -> 没有,train
codedlang:193:03,Crowd-AI-Lab/CodedLang,193,美见过,美见过,美见过,mei jian guo,没见过,没见过,mei jian guo,mei tɕiɛn kuɔ,mei tɕiɛn kuɔ,mei tɕiɛn kuɔ,mei tɕiɛn kuɔ,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",mei3 jian4 guo4,mei2 jian4 guo4,mei̯˧˩˧ tɕjɛ˥˩n kwo˥˩,mei̯˧˥ tɕjɛ˥˩n kwo˥˩,"NMSL,点了个外卖，真尼玛难吃，美见过能把面做得这么难吃的餐厅，你们家厨师是用脚做的菜？？？🤮","你妈死了,点了个外卖，真你妈难吃，没见过能把面做得这么难吃的餐厅，你们家厨师是用脚做的菜？？？🤮",1,"[""193""]",美见过 -> 没见过,train
codedlang:875:01,Crowd-AI-Lab/CodedLang,875,落膻鸡,落膻鸡,落膻鸡,luo shan ji,洛杉矶,洛杉矶,luo shan ji,luɔ ʂan tɕi,luɔ ʂan tɕi,luɔ ʂan tɕi,luɔ ʂan tɕi,否,[],official_dictionary_casefold,非词汇同音词,"ambiguous_homophone, non_lexical_homophone",luo4 shan1 ji1,luo4 shan1 ji1,lwo˥˩ ʂa˥n tɕi˥,lwo˥˩ ʂa˥n tɕi˥,落膻鸡ins网红打卡点儿 你要是有个爱美的妹子或是好奇感十足，就去。 会有很多日本，韩国妹子also。 有人拍照药记得插袋。 车就街pa，投币的。 相机镜头最好是50mm定焦，距离刚刚好。 这附近离潮牌一条街也不远，离the Grove也不远。去哪哪儿都方便。,洛杉矶ins网红打卡点儿 你要是有个爱美的妹子或是好奇感十足，就去。 会有很多日本，韩国妹子also。 有人拍照要记得插袋。 车就街pa，投币的。 相机镜头最好是50妹妹定焦，距离刚刚好。 这附近离潮牌一条街也不远，离the Grove也不远。去哪哪儿都方便。,2,"[""875"", ""878""]",落膻鸡 -> 洛杉矶,train
codedlang:62:01,Crowd-AI-Lab/CodedLang,62,涨姿势,涨姿势,涨姿势,zhang zi shi,涨知识,涨知识,zhang zhi shi,ʈʂɑŋ tsɹ̩ ʂɻ̩,ʈʂɑŋ tsɹ̩ ʂɻ̩,ʈʂɑŋ ʈʂɻ̩ ʂɻ̩,ʈʂɑŋ ʈʂɻ̩ ʂɻ̩,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,zhang3 zi1 shi4,zhang3 zhi1 shi2,ʈʂa˧˩˧ŋ tsɹ̩˥ ʂɻ̩˥˩,ʈʂa˧˩˧ŋ ʈʂɻ̩˥ ʂɻ̩˧˥,"多乐种植园（Dole Plantation）位于欧胡岛中部的瓦希阿瓦（Wahiawa),算是前店后厂和农家乐的代表😄。我想很多人应该还是知道多乐（Dole）这家公司，它家出售的果汁、水果我们都应该比较熟悉。多乐（Dole）公司1851年成立于夏威夷，现在已经是世界上最大的、品质最好的新鲜水果、蔬菜的生产、销售跨国集团之一。菠萝在夏威夷的经济史有浓墨重彩的一笔，时至今日菠萝对夏威夷的经济还是有影响力。这里除了可以坐小火车进入种植园参观菠萝和其它农作物外，还有很大一间购物店，出售各种与菠萝相关的商品，琳琅满目。如果你不怕酸的话，店里的菠萝冰淇淋可以值得尝一下。旁边还有一个世界上最大的迷宫，有约2.5公里长，由14000多颗植物构成。购物店旁边也有一小片菠萝地，种植了五颜六色各种品种的菠萝供游客欣赏。还有别错过了池塘里的锦鲤和旁边漂亮的彩虹桉树。带孩子亲子游的千万不要错过了多乐种植园，我想小朋友们一定会喜欢这里的。大人也顺便涨涨姿势吧，菠萝可不是长在树上的。","多乐种植园（啲ole Plantation）位于欧胡岛中部的瓦希阿瓦（Wahiawa),算是前店后厂和农家乐的代表😄。我想很多人应该还是知道多乐（啲ole）这家公司，它家出售的果汁、水果我们都应该比较熟悉。多乐（啲ole）公司1不51年成立于夏威夷，现在已经是世界上最大的、品质最好的新鲜水果、蔬菜的生产、销售跨国集团之一。菠萝在夏威夷的经济史有浓墨重彩的一笔，时至今日菠萝对夏威夷的经济还是有影响力。这里除了可以坐小火车进入种植园参观菠萝和其它农作物外，还有很大一间购物店，出售各种与菠萝相关的商品，琳琅满目。如果你不怕酸的话，店里的菠萝冰淇淋可以值得尝一下。旁边还有一个世界上最大的迷宫，有约2.5公里长，由14000多颗植物构成。购物店旁边也有一小片菠萝地，种植了五颜六色各种品种的菠萝供游客欣赏。还有别错过了池塘里的锦鲤和旁边漂亮的彩虹桉树。带孩子亲子游的千万不要错过了多乐种植园，我想小朋友们一定会喜欢这里的。大人也顺便涨涨知识吧，菠萝可不是长在树上的。",4,"[""62"", ""67"", ""101"", ""482""]",涨姿势 -> 涨知识,train
codedlang:350:01,Crowd-AI-Lab/CodedLang,350,温油,温油,温油,wen you,温柔,温柔,wen rou,uən iou,uən iou,uən ɻoʊ,uən ɻoʊ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,wen1 you2,wen1 rou2,wə˥n jou̯˧˥,wə˥n ɻou̯˧˥,给茜茜和zoey小姐姐手动好评～ 细心又温油，周末必去的地方 特别relax,给茜茜和zoey小姐姐手动好评～ 细心又温柔，周末必去的地方 特别relax,2,"[""350"", ""351""]",温油 -> 温柔,train
codedlang:200:01,Crowd-AI-Lab/CodedLang,200,滚粗,滚粗,滚粗,gun cu,滚出,滚出,gun chu,kuən tsʰu,kuən tsʰu,kuən ʈʂʰu,kuən ʈʂʰu,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,gun3 cu1,gun3 chu1,kwə˧˩˧n tsʰu˥,kwə˧˩˧n ʈʂʰu˥,垃圾餐厅 服务员脸丑上菜还慢 负分滚粗吧,垃圾餐厅 服务员脸丑上菜还慢 负分滚出吧,5,"[""200"", ""213"", ""389"", ""500"", ""516""]",滚粗 -> 滚出,train
codedlang:130:01,Crowd-AI-Lab/CodedLang,130,火钳刘明,火钳刘明,火钳刘明,huo qian liu ming,火前留名,火前留名,huo qian liu ming,xuɔ tɕʰiɛn liou miŋ,xuɔ tɕʰiɛn liou miŋ,xuɔ tɕʰiɛn liou miŋ,xuɔ tɕʰiɛn liou miŋ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,huo3 qian2 liu2 ming2,huo3 qian2 liu2 ming2,xwo˧˩˧ tɕʰjɛ˧˥n ljou̯˧˥ mi˧˥ŋ,xwo˧˩˧ tɕʰjɛ˧˥n ljou̯˧˥ mi˧˥ŋ,火钳刘明，哈哈哈,火前留名，哈哈哈,1,"[""130""]",火钳刘明 -> 火前留名,train
codedlang:703:01,Crowd-AI-Lab/CodedLang,703,nb,nb,nb,nb,牛逼,牛逼,niu bi,ˌɛnbˈiː,ˌɛnbˈiː,niou pi,niou pi,否,[],official_dictionary_casefold,语音替代,phonetic,nb,niu2 bi1,ˈɛn pi˥,njou̯˧˥ pi˥,推荐牛油大辣锅，下什么都入味！另外吃了回锅肉炒饭、蛋炒饭竟然都是隔夜的饭炒的！nb！！！！！！刘一手nb！！！！！！贼鸡儿好吃！最好吃的还是免费黄桃下火锅，带劲。吃了一次还想吃！,推荐牛油大啦锅，下什么都入味！另外吃了回锅肉炒饭、蛋炒饭竟然都是隔夜的饭炒的！牛逼！！！！！！刘一手牛逼！！！！！！贼鸡儿好吃！最好吃的还是免费黄桃下火锅，带劲。吃了一吃还想吃！,4,"[""703"", ""764"", ""874"", ""884""]",nb -> 牛逼,train
codedlang:79:01,Crowd-AI-Lab/CodedLang,79,男票,男票,男票,nan piao,男朋友,男朋友,nan peng you,nan pʰiɑʊ,nan pʰiɑʊ,nan pʰɤŋ iou,nan pʰɤŋ iou,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,nan2 piao4,nan2 peng2 you3,na˧˥n pʰjau̯˥˩,na˧˥n pʰə˧˥ŋ jou̯˧˩˧,我男票在他家买的炒饭，买了5次，大概有4次饭是生的。为啥坚持买了5次是因为离得近。给了5次机会。后来吃瓜发现老板娘mandylin和员工ak这么牛逼，厉害厉害，社会社会，祝可可grill早日倒闭哈哈哈哈哈，再你妈的见,我男朋友在他家买的炒饭，买了5吃，大概有4吃饭是生的。为啥坚持买了5吃是因为离得近。给了5吃机会。后来吃瓜发现老板娘mandylin和员工ak这么牛逼，厉害厉害，社会社会，祝可可grill早日倒闭哈哈哈哈哈，再你妈的见,12,"[""79"", ""119"", ""142"", ""159"", ""162"", ""238"", ""268"", ""310"", ""335"", ""342"", ""453"", ""466""]",男票 -> 男朋友,train
codedlang:166:02,Crowd-AI-Lab/CodedLang,166,ㄉ,ㄉ,ㄉ,ㄉ,的,的,de,,,tɤ,tɤ,是,"[{""type"": ""source_unresolved_symbol_or_digit""}]",official_dictionary_casefold,语音替代,phonetic,d,de,t,tɤ,它好好ㄔ，意外ㄉ美味👍,它好好吃，意外的美味👍,2,"[""166"", ""177""]",ㄉ -> 的,train
codedlang:882:01,Crowd-AI-Lab/CodedLang,882,湘当,湘当,湘当,xiang dang,相当,相当,xiang dang,ɕiɑŋ tɑŋ,ɕiɑŋ tɑŋ,ɕiɑŋ tɑŋ,ɕiɑŋ tɑŋ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,xiang1 dang1,xiang1 dang1,ɕja˥ŋ ta˥ŋ,ɕja˥ŋ ta˥ŋ,吃个最难吃的辣子鸡和田蛙啊 难搞 还湘当有料😂真是湘当难吃😂 辣鸡我说要再炸个2分钟！服务员说师傅不会帮你一个个捡起来炸？😹😹水煮鱼的鱼片也是感觉味道不入味😂鸡胗配酸头角最好吃👍但是小费还是给了$25..出来工作的都不容易…,吃个最难吃的啦子鸡和田蛙啊 难搞 还相当有料😂真是相当难吃😂 垃圾我说要再炸个2分钟！服务员说师傅不会帮你一个个捡起来炸？😹😹水煮鱼的鱼片也是感觉味道不入味😂鸡胗配酸头角最好吃👍但是小费还是给了$25..出来工作的都不容易…,1,"[""882""]",湘当 -> 相当,train
codedlang:205:07,Crowd-AI-Lab/CodedLang,205,镇,镇,镇,zhen,真,真,zhen,ʈʂən,ʈʂən,ʈʂən,ʈʂən,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone, orthographic, phonetic",zhen4,zhen1,ʈʂə˥˩n,ʈʂə˥n,里面有个岁数一看就尼玛中年油腻男还当服务员，真给你玛长脸了，SB我就去年买了块表的，镇jb想弄你这个biang艹的。,里面有个岁数一看就你妈中年油腻男还当服务员，真给你妈长脸了，SB我就去你妈了个逼的，真鸡巴想弄你这个逼iang草的。,1,"[""205""]",镇 -> 真,train
codedlang:74:01,Crowd-AI-Lab/CodedLang,74,针不戳,针不戳,针不戳,zhen bu chuo,真不错,真不错,zhen bu cuo,ʈʂən pu ʈʂʰuɔ,ʈʂən pu ʈʂʰuɔ,ʈʂən pu tsʰuɔ,ʈʂən pu tsʰuɔ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,zhen1 bu4 chuo1,zhen1 bu4 cuo4,ʈʂə˥n pu˥˩ ʈʂʰwo˥,ʈʂə˥n pu˥˩ tsʰwo˥˩,针不戳,真不错,2,"[""74"", ""94""]",针不戳 -> 真不错,train
codedlang:20:01,Crowd-AI-Lab/CodedLang,20,金厚呷,金厚呷,金厚呷,jin hou ga,真好吃,真好吃,zhen hao chi,tɕin xoʊ ka,tɕin xoʊ ka,ʈʂən xɑʊ ʈʂʰɻ̩,ʈʂən xɑʊ ʈʂʰɻ̩,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,jin1 hou4 xia2,zhen1 hao3 chi1,tɕi˥n xou̯˥˩ ɕja˧˥,ʈʂə˥n xau̯˧˩˧ ʈʂʰɻ̩˥,金厚呷....,真好吃....,1,"[""20""]",金厚呷 -> 真好吃,train
codedlang:201:01,Crowd-AI-Lab/CodedLang,201,捉急,捉急,捉急,zhuo ji,着急,着急,zhao ji,ʈʂuɔ tɕi,ʈʂuɔ tɕi,ʈʂɑʊ tɕi,ʈʂɑʊ tɕi,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,zhuo1 ji2,zhao2 ji2,ʈʂwo˥ tɕi˧˥,ʈʂau̯˧˥ tɕi˧˥,点的脆皮烧肉，上的是叉烧，服务员拼命辩解也不给换。菜的口味不错，但服务态度令人捉急,点的脆皮烧肉，上的是叉烧，服务员拼命辩解也不给换。菜的口味不错，但服务态度令人着急,1,"[""201""]",捉急 -> 着急,train
codedlang:893:01,Crowd-AI-Lab/CodedLang,893,蝦,蝦,蝦,xia,瞎,瞎,xia,ɕia,ɕia,ɕia,ɕia,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,xia1,xia1,ɕja˥,ɕja˥,真的是蝦到爆,真的是瞎到爆,1,"[""893""]",蝦 -> 瞎,train
codedlang:82:01,Crowd-AI-Lab/CodedLang,82,墨迹,墨迹,墨迹,mo ji,磨叽,磨叽,mo ji,muɔ tɕi,muɔ tɕi,muɔ tɕi,muɔ tɕi,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,mo4 ji4,mo2 ji1,mwo˥˩ tɕi˥˩,mwo˧˥ tɕi˥,卸货快、给卸货给卸货单太墨迹了.等2小时,卸货快、给卸货给卸货单太磨叽了.等2小时,7,"[""82"", ""108"", ""321"", ""367"", ""383"", ""410"", ""444""]",墨迹 -> 磨叽,train
codedlang:60:03,Crowd-AI-Lab/CodedLang,60,米国,米国,米国,mi guo,美国,美国,mei guo,mi kuɔ,mi kuɔ,mei kuɔ,mei kuɔ,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",mi3 guo2,mei3 guo2,mi˧˩˧ kwo˧˥,mei̯˧˩˧ kwo˧˥,Best Chinese food in Hawaii！  对于中国人来讲，吃，应该是人生中最重要的事情了！大家见面都喜欢问：吃了吗？与吃相关的词汇更是数不胜数：吃豆腐、吃官司、吃不了兜着走、吃一堑长一智、吃里扒外...不过这些与真正的吃都没啥联系。现在中国大江南北、长城内外，各大菜系的餐厅应该都开得琳琅满目，街边小吃也数不胜数。不过从美食小吃的品种、数量、味道及受欢迎程度上来看，还是以发源于南方的美食小吃占主导，特别是来自巴蜀大地的。八大菜系里也只有鲁菜是发源于北方的。其实这也是有原因的，个人愚见：首先南方的物产肯定是比北方要丰富，其次北方历史上不是天灾就是人祸的，民众能够填饱肚子都算不错了，哪儿有那么多闲情逸致向南方人那样研究吃的啊。  对于生活在海外的很多中国人来讲，吃，应该也算是最痛苦的事情了。除了洛杉矶那些遍地地道中餐的城市以及啃汉堡面包也能度日的亲。很多中国人到了国外，可能当地的语言没有学好，但是厨艺肯定突飞猛进了。还好我在国内时，厨艺还算过意得去，来夏威夷一切也就艰苦奋斗、自力更生了，唐人街能够买到酱油、醋、豆瓣酱及其它基本的香料和调料 ，除了花椒需要从成都带来夏威夷。之前夏威夷几乎难觅到好吃的中餐，多是菜做得都不咋正宗店面装修得破破烂烂的广东餐厅为主，这些餐厅都喜欢夹杂着卖点儿厨艺还不如我的川菜等其它菜系的菜，就不好好干自己的老本行，你说这东西能做的好吃吗。美国的很多所谓的中餐还是韩国人开的，有的炒菜的厨师还tmd墨西哥人，而很多日本拉面店啥的都是中国人开的。  上前年的时候，夏威夷才开了一间环境及菜品都还不错的小肥羊火锅店，也终算是有了一间拿得出手可以给中国人长点儿脸的中餐厅了。虽然很多国内来的客人都说小肥羊在中国不好吃也都快开不下去，不过夏威夷的小肥羊生意却异常的好，基本上都需要排队。这是为何？因为现在夏威夷生活的中国人及来旅游的中国人真不少，但是拿得出手的中餐真是寥寥无几。以前都不敢带日本妹纸吃Chinese Food，味道都是其次，多数餐厅的环境太tm吓人，怕给中国人丢脸。不管在国内还是国外，很多中餐厅给人的感觉就是脏乱破，都不知道经营者是咋想的，就舍不得把环境卫生弄好一点，再看看人家日本人韩国人的餐厅就要好很多，中餐油烟大不是理由。还有夏威夷有钱的中国人也真不少，也没见有人开间环境等方面好一些的超市，中国人开的破破烂烂的超市都在破破烂烂满街流浪汉的唐人街，而很多人是几乎不会涉足这片区域的。这就是中国人及其事物给外界的一面形象！  去年夏威夷是终于开了一间菜品味道及环境卫生都很好的川菜餐厅：滋味成都。该餐厅虽然面积不大，但是菜品还是比较丰富味道也非常的地道，实属难得。川菜在日本算是属于非常受欢迎的，不过做得都太TM日式，带日本妹纸吃滋味成都，她们都觉得是她们此生吃过的最好吃的Chinese Food。滋味成都在洛杉矶算是非常出名的，生意也非常的好。以前每次去洛杉矶，一下了飞机就直接开车去店门口拍长队(⊙﹏⊙)b，理解吃货的苦衷。所以滋味成都在夏威夷一开，我就几乎没有咋在家里做饭了。每个周都会造访几次，除了自己对麻辣鲜香的需求外，更多的是带客人去改善伙食，O(∩_∩)O~ 以前遇到有的客人对我的要求是：每天玩儿都是其次，每顿要求吃中餐! 以前还确实比较难办，不过现在这个问题已经解决，有的客人在夏威夷旅游几天，几乎每天都会到滋味成都吃饭。有的人可能会说，到国外就应该吃当地的食物，坚决不会吃中餐。其实也是可以理解的，像我这种虽然在国外生活了多年的人，到了像纽约洛杉矶费城等这些大城市，我做的第一件事情肯定也是找中餐厅，特别是川菜。老外的食物除了品种少外，很多东西真是第一口好吃第二口腻第三口就想吐了，对于可以天天顿顿啃面包度日的老外，吃一顿我们觉得特难吃的美式中餐他们都已经觉得够幸福了！所以很多人的心是米国心，胃永远是中国胃！,Best Chinese food in Hawaii！  对于中国人来讲，吃，应该是人生中最重要的事情了！大家见面都喜欢问：吃了吗？与吃相关的词汇更是数不胜数：吃豆腐、吃官司、吃不了兜着走、吃一堑长一智、吃里扒外...不过这些与真正的吃都没啥联系。现在中国大江南北、长城内外，各大菜系的餐厅应该都开得琳琅满目，街边小吃也数不胜数。不过从美食小吃的品种、数量、味道及受欢迎程度上来看，还是以发源于南方的美食小吃占主导，特别是来自巴蜀大地的。八大菜系里也只有鲁菜是发源于北方的。其实这也是有原因的，个人愚见：首先南方的物产肯定是比北方要丰富，其吃北方历史上不是天灾就是人祸的，民众能够填饱肚子都算不错了，哪儿有那么多闲情逸致向南方人那样研究吃的啊。  对于生活在海外的很多中国人来讲，吃，应该也算是最痛苦的事情了。除了洛杉矶那些遍地地道中餐的城市以及啃汉堡面包也能度日的亲。很多中国人到了国外，可能当地的语言没有学好，但是厨艺肯定突飞猛进了。还好我在国内时，厨艺还算过意得去，来夏威夷一切也就艰苦奋斗、自力更生了，唐人街能够买到酱油、醋、豆瓣酱及其它基本的香料和调料 ，除了花椒需要从成都带来夏威夷。之前夏威夷几乎难觅到好吃的中餐，多是菜做得都不咋正宗店面装修得破破烂烂的广东餐厅为主，这些餐厅都喜欢夹杂着卖点儿厨艺还不如我的川菜等其它菜系的菜，就不好好干自己的老本行，你说这东西能做的好吃吗。美国的很多所谓的中餐还是韩国人开的，有的炒菜的厨师还他妈的墨西哥人，而很多日本拉面店啥的都是中国人开的。  上前年的时候，夏威夷才开了一间环境及菜品都还不错的小肥羊火锅店，也终算是有了一间拿得出手可以给中国人长点儿脸的中餐厅了。虽然很多国内来的客人都说小肥羊在中国不好吃也都快开不下去，不过夏威夷的小肥羊生意却异常的好，基本上都需要排队。这是为何？因为现在夏威夷生活的中国人及来旅游的中国人真不少，但是拿得出手的中餐真是寥寥无几。以前都不敢带日本妹子吃Chinese Food，味道都是其吃，多数餐厅的环境太他妈吓人，怕给中国人丢脸。不管在国内还是国外，很多中餐厅给人的感觉就是脏乱破，都不知道经营者是咋想的，就舍不得把环境卫生弄好一点，再看看人家日本人韩国人的餐厅就要好很多，中餐油烟大不是理由。还有夏威夷有钱的中国人也真不少，也没见有人开间环境等方面好一些的超市，中国人开的破破烂烂的超市都在破破烂烂满街流浪汉的唐人街，而很多人是几乎不会涉足这片区域的。这就是中国人及其事物给外界的一面形象！  去年夏威夷是终于开了一间菜品味道及环境卫生都很好的川菜餐厅：滋味成都。该餐厅虽然面积不大，但是菜品还是比较丰富味道也非常的地道，实属难得。川菜在日本算是属于非常受欢迎的，不过做得都太他妈日式，带日本妹子吃滋味成都，她们都觉得是她们此生吃过的最好吃的Chinese Food。滋味成都在洛杉矶算是非常出名的，生意也非常的好。以前每吃去洛杉矶，一下了飞机就直接开车去店门口拍长队(⊙﹏⊙)逼，理解吃货的苦衷。所以滋味成都在夏威夷一开，我就几乎没有咋在家里做饭了。每个周都会造访几吃，除了自己对麻啦鲜香的需求外，更多的是带客人去改善伙食，O(∩_∩)O~ 以前遇到有的客人对我的要求是：每天玩儿都是其吃，每顿要求吃中餐! 以前还确实比较难办，不过现在这个问题已经解决，有的客人在夏威夷旅游几天，几乎每天都会到滋味成都吃饭。有的人可能会说，到国外就应该吃当地的食物，坚决不会吃中餐。其实也是可以理解的，像我这种虽然在国外生活了多年的人，到了像纽约洛杉矶费城等这些大城市，我做的第一件事情肯定也是找中餐厅，特别是川菜。老外的食物除了品种少外，很多东西真是第一口好吃第二口腻第三口就想吐了，对于可以天天顿顿啃面包度日的老外，吃一顿我们觉得特难吃的美式中餐他们都已经觉得够幸福了！所以很多人的心是美国心，胃永远是中国胃！,11,"[""60"", ""122"", ""165"", ""273"", ""281"", ""313"", ""334"", ""343"", ""435"", ""504"", ""515""]",米国 -> 美国,train
codedlang:398:01,Crowd-AI-Lab/CodedLang,398,劳资,劳资,劳资,lao zi,老子,老子,lao zi,lɑʊ tsɹ̩,lɑʊ tsɹ̩,lɑʊ tsɹ̩,lɑʊ tsɹ̩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,lao2 zi1,lao3 zi,lau̯˧˥ tsɹ̩˥,lau̯˧˩˧ tsɹ̩,里面工作人员他妈的架子摆的这么大 劳资又没欠你们钱  废物些,里面工作人员他妈的架子摆的这么大 老子又没欠你们钱  废物些,1,"[""398""]",劳资 -> 老子,train
codedlang:773:01,Crowd-AI-Lab/CodedLang,773,积极,积极,积极,ji ji,自己,自己,zi ji,tɕi tɕi,tɕi tɕi,tsɹ̩ tɕi,tsɹ̩ tɕi,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone, phonetic",ji1 ji2,zi4 ji3,tɕi˥ tɕi˧˥,tsɹ̩˥˩ tɕi˧˩˧,超级喜欢他们家的炸鸡汉堡 就是不多给辣酱。不过也可能我积极太极贼jizei,超级喜欢他们家的炸鸡汉堡 就是不多给啦酱。不过也可能我自己太鸡贼鸡贼,1,"[""773""]",积极 -> 自己,train
codedlang:17:01,Crowd-AI-Lab/CodedLang,17,蔡,蔡,蔡,cai,菜,菜,cai,tsʰai,tsʰai,tsʰai,tsʰai,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,cai4,cai4,tsʰai̯˥˩,tsʰai̯˥˩,蔡好,菜好,3,"[""17"", ""831"", ""900""]",蔡 -> 菜,train
codedlang:875:02,Crowd-AI-Lab/CodedLang,875,药,药,药,yao,要,要,yao,iɑʊ,iɑʊ,iɑʊ,iɑʊ,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone",yao4,yao4,jau̯˥˩,jau̯˥˩,落膻鸡ins网红打卡点儿 你要是有个爱美的妹子或是好奇感十足，就去。 会有很多日本，韩国妹子also。 有人拍照药记得插袋。 车就街pa，投币的。 相机镜头最好是50mm定焦，距离刚刚好。 这附近离潮牌一条街也不远，离the Grove也不远。去哪哪儿都方便。,洛杉矶ins网红打卡点儿 你要是有个爱美的妹子或是好奇感十足，就去。 会有很多日本，韩国妹子also。 有人拍照要记得插袋。 车就街pa，投币的。 相机镜头最好是50妹妹定焦，距离刚刚好。 这附近离潮牌一条街也不远，离the Grove也不远。去哪哪儿都方便。,1,"[""875""]",药 -> 要,train
