fragment_id,source_row_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,canonical_ipa,canonical_ipa_candidate,canonical_needs_manual_review,canonical_manual_review_reasons,ipa,ipa_candidate,needs_manual_review,manual_review_reasons,normalization_rules,macro_category,category,original_variant_text,original_canonical_text
biz_0205#1:01,biz_0205#1,neinei,neinei,neinei,neinei,奶奶,奶奶,nai3 nai3,nai˨˩˦ nai˨˩˦,nai˨˩˦ nai˨˩˦,否,,,,是,retained_latin_form,[],拟音,语音符号替代,顶一下neinei还会上下晃，哥会一边狠狠地顶,顶一下奶子还会上下晃，哥会一边狠狠地顶
biz_0216#1:01,biz_0216#1,wc,wu ci,wu ci,wu ci,卧槽,卧槽,wo4 cao2,wɔ˥˩ tsʰɑʊ˧˥,wɔ˥˩ tsʰɑʊ˧˥,否,,u tsʰɹ̩,u tsʰɹ̩,否,,[],拟音,语音符号替代,wc国宴，出了把我屁股踢烂也没关系,卧槽国宴，出了把我屁股踢烂也没关系
biz_0197#1:01,biz_0197#1,一边lu,一边lu,一边lu,yi1 bian1 lu,一边撸,一边撸,yi1 bian1 lu1,i˥ piɛn˥ lu˥,i˥ piɛn˥ lu˥,否,,i˥ piɛn˥ lu,i˥ piɛn˥ lu,否,,[],拟音,语音符号替代,然后就可以一边被一边lu，毕竟双就是快乐double,然后就可以一边被一边撸，毕竟双就是快乐double
biz_0011#1:01,biz_0011#1,乃子,乃子,乃子,nai3 zi,奶子,奶子,nai3 zi,nai˨˩˦ tsɹ̩,nai˨˩˦ tsɹ̩,否,,nai˨˩˦ tsɹ̩,nai˨˩˦ tsɹ̩,否,,[],拟音,非词汇同音词,109的乃子还要涨！,109的奶子还要涨！
biz_0071#1:01,biz_0071#1,质检,质检,质检,zhi4 jian3,指检,指检,zhi3 jian3,ʈʂɻ̩˨˩˦ tɕiɛn˨˩˦,ʈʂɻ̩˨˩˦ tɕiɛn˨˩˦,否,,ʈʂɻ̩˥˩ tɕiɛn˨˩˦,ʈʂɻ̩˥˩ tɕiɛn˨˩˦,否,,[],拟音,歧义同音词,质检两个手指就满了，但是为了扩大范围只能再加手指,指检两个手指就满了，但是为了扩大范围只能再加手指
biz_0074#1:01,biz_0074#1,脐橙,脐橙,脐橙,qi2 cheng2,骑乘,骑乘,qi2 cheng2,tɕʰi˧˥ ʈʂʰɤŋ˧˥,tɕʰi˧˥ ʈʂʰɤŋ˧˥,否,,tɕʰi˧˥ ʈʂʰɤŋ˧˥,tɕʰi˧˥ ʈʂʰɤŋ˧˥,否,,[],拟音,歧义同音词,徒弟听爽了，就一直让师尊叫，一直脐橙,徒弟听爽了，就一直让师尊叫，一直骑乘
biz_0070#1:01,biz_0070#1,左艾的时候,左艾的时候,左艾的时候,zuo3 ai4 de shi2 hou4,做爱的时候,做爱的时候,zuo4 ai4 de shi2 hou4,tsuɔ˥˩ ai˥˩ tɤ ʂɻ̩˧˥ xoʊ˥˩,tsuɔ˥˩ ai˥˩ tɤ ʂɻ̩˧˥ xoʊ˥˩,否,,tsuɔ˨˩˦ ai˥˩ tɤ ʂɻ̩˧˥ xoʊ˥˩,tsuɔ˨˩˦ ai˥˩ tɤ ʂɻ̩˧˥ xoʊ˥˩,否,,[],拟音,非词汇同音词,很恶俗：左艾的时候拍妹的屁股说妹妹生下来就是哥哥的斐济呗,很恶俗：做爱的时候拍妹的屁股说妹妹生下来就是哥哥的飞机杯
biz_0070#1:02,biz_0070#1,斐济呗,斐济呗,斐济呗,fei3 ji4 bei,飞机杯,飞机杯,fei1 ji1 bei1,fei˥ tɕi˥ pei˥,fei˥ tɕi˥ pei˥,否,,fei˨˩˦ tɕi˥˩ pei,fei˨˩˦ tɕi˥˩ pei,否,,[],拟音,非词汇同音词,很恶俗：左艾的时候拍妹的屁股说妹妹生下来就是哥哥的斐济呗,很恶俗：做爱的时候拍妹的屁股说妹妹生下来就是哥哥的飞机杯
biz_0075#1:01,biz_0075#1,腿角,腿角,腿角,tui3 jiao3,腿交,腿交,tui3 jiao1,tʰuei˨˩˦ tɕiɑʊ˥,tʰuei˨˩˦ tɕiɑʊ˥,否,,tʰuei˨˩˦ tɕiɑʊ˨˩˦,tʰuei˨˩˦ tɕiɑʊ˨˩˦,否,,[],拟音,非词汇同音词,腿角的话，只需要两个字：肉腿,腿交的话，只需要两个字：肉腿
biz_0072#1:01,biz_0072#1,冷屁谷,冷屁谷,冷屁谷,leng3 pi4 gu3,冷屁股,冷屁股,leng3 pi4 gu3,lɤŋ˨˩˦ pʰi˥˩ ku˨˩˦,lɤŋ˨˩˦ pʰi˥˩ ku˨˩˦,否,,lɤŋ˨˩˦ pʰi˥˩ ku˨˩˦,lɤŋ˨˩˦ pʰi˥˩ ku˨˩˦,否,,[],拟音,非词汇同音词,叔就这样每天热脸贴妹冷屁谷（字面意思上的）,叔就这样每天热脸贴妹冷屁股（字面意思上的）
biz_0121#1:01,biz_0121#1,好苏胡,好苏胡,好苏胡,hao3 su1 hu2,好舒服,好舒服,hao3 shu1 fu2,xɑʊ˨˩˦ ʂu˥ fu˧˥,xɑʊ˨˩˦ ʂu˥ fu˧˥,否,,xɑʊ˨˩˦ su˥ xu˧˥,xɑʊ˨˩˦ su˥ xu˧˥,否,,[],拟音,非词汇同音词,看得我好苏胡啊…,看得我好舒服啊…
biz_0113#1:01,biz_0113#1,主包,主包,主包,zhu3 bao1,主播,主播,zhu3 bo1,ʈʂu˨˩˦ puɔ˥,ʈʂu˨˩˦ puɔ˥,否,,ʈʂu˨˩˦ pɑʊ˥,ʈʂu˨˩˦ pɑʊ˥,否,,[],拟音,非词汇同音词,新人主包自荐一下！可以提提意见吗宝,新人主播自荐一下！可以提提意见吗宝
biz_0112#1:01,biz_0112#1,萌鼠了,萌鼠了,萌鼠了,meng2 shu3 le,萌死了,萌死了,meng2 si3 le,mɤŋ˧˥ sɹ̩˨˩˦ lɤ,mɤŋ˧˥ sɹ̩˨˩˦ lɤ,否,,mɤŋ˧˥ ʂu˨˩˦ lɤ,mɤŋ˧˥ ʂu˨˩˦ lɤ,否,,[],拟音,非词汇同音词,就连呆毛都是小苹果叶…萌鼠了啊啊啊,就连呆毛都是小苹果叶…萌死了啊啊啊
biz_0102#1:01,biz_0102#1,啥必,啥必,啥必,sha2 bi4,傻逼,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,ʂa˨˩˦ pi˥,否,,ʂa˧˥ pi˥˩,ʂa˧˥ pi˥˩,否,,[],拟音,歧义同音词,同桌看到这个头像的感觉是什么，她说:“啥必吧，看起来像装货”[笑哭],同桌看到这个头像的感觉是什么，她说:“傻逼吧，看起来像装货”[笑哭]
biz_0105#1:01,biz_0105#1,鼠掉,鼠掉,鼠掉,shu3 diao4,死掉,死掉,si3 diao4,sɹ̩˨˩˦ tiɑʊ˥˩,sɹ̩˨˩˦ tiɑʊ˥˩,否,,ʂu˨˩˦ tiɑʊ˥˩,ʂu˨˩˦ tiɑʊ˥˩,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,他以为毒发了他要鼠掉了，所以才说了这些像诀别一样的话,他以为毒发了他要死掉了，所以才说了这些像诀别一样的话
biz_0117#1:01,biz_0117#1,拍一下哥辟谷,拍一下哥辟谷,拍一下哥辟谷,pai1 yi1 xia4 ge1 bi4 gu3,拍一下哥屁股,拍一下哥屁股,pai1 yi1 xia4 ge1 pi4 gu3,pʰai˥ i˥ ɕia˥˩ kɤ˥ pʰi˥˩ ku˨˩˦,pʰai˥ i˥ ɕia˥˩ kɤ˥ pʰi˥˩ ku˨˩˦,否,,pʰai˥ i˥ ɕia˥˩ kɤ˥ pi˥˩ ku˨˩˦,pʰai˥ i˥ ɕia˥˩ kɤ˥ pi˥˩ ku˨˩˦,否,,[],拟音,歧义同音词,说真的，我还真想拍一下哥辟谷,说真的，我还真想拍一下哥屁股
biz_0081#1:01,biz_0081#1,拍鼙鼓,拍鼙鼓,拍鼙鼓,pai1 pi2 gu3,拍屁股,拍屁股,pai1 pi4 gu3,pʰai˥ pʰi˥˩ ku˨˩˦,pʰai˥ pʰi˥˩ ku˨˩˦,否,,pʰai˥ pʰi˧˥ ku˨˩˦,pʰai˥ pʰi˧˥ ku˨˩˦,否,,[],拟音,歧义同音词,长大被叔拍鼙鼓夸乖孩子,长大被叔拍屁股夸乖孩子
biz_0108#1:01,biz_0108#1,魅女,魅女,魅女,mei4 nv3,媚女,媚女,mei4 nv3,mei˥˩ ny˨˩˦,mei˥˩ ny˨˩˦,否,,mei˥˩ ny˨˩˦,mei˥˩ ny˨˩˦,否,,[],拟音,非词汇同音词,一个游戏想活得久的时候，就会开始魅女请加大力度,一个游戏想活得久的时候，就会开始媚女请加大力度
biz_0114#1:01,biz_0114#1,窝趣,窝趣,窝趣,wo1 qu4,我去,我去,wo3 qu4,wɔ˨˩˦ tɕʰy˥˩,wɔ˨˩˦ tɕʰy˥˩,否,,wɔ˥ tɕʰy˥˩,wɔ˥ tɕʰy˥˩,否,,[],拟音,非词汇同音词,窝趣老师球球这个颜文字，好萌啊！,我去老师求求这个颜文字，好萌啊！
biz_0114#1:02,biz_0114#1,球球,球球,球球,qiu2 qiu2,求求,求求,qiu2 qiu2,tɕʰiou˧˥ tɕʰiou˧˥,tɕʰiou˧˥ tɕʰiou˧˥,否,,tɕʰiou˧˥ tɕʰiou˧˥,tɕʰiou˧˥ tɕʰiou˧˥,否,,[],拟音,非词汇同音词,窝趣老师球球这个颜文字，好萌啊！,我去老师求求这个颜文字，好萌啊！
biz_0107#1:01,biz_0107#1,双的要飞天了,双的要飞天了,双的要飞天了,shuang1 de yao4 fei1 tian1 le,爽的要飞天了,爽的要飞天了,shuang3 de yao4 fei1 tian1 le,ʂuɑŋ˨˩˦ tɤ jɑʊ˥˩ fei˥ tʰiɛn˥ lɤ,ʂuɑŋ˨˩˦ tɤ jɑʊ˥˩ fei˥ tʰiɛn˥ lɤ,否,,ʂuɑŋ˥ tɤ jɑʊ˥˩ fei˥ tʰiɛn˥ lɤ,ʂuɑŋ˥ tɤ jɑʊ˥˩ fei˥ tʰiɛn˥ lɤ,否,,[],拟音,歧义同音词,又现在已经双的要飞天了，但一直释放不了憋的翻白眼,又现在已经爽的要飞天了，但一直释放不了憋的翻白眼
biz_0111#1:01,biz_0111#1,亲鼠,亲鼠,亲鼠,qin1 shu3,亲死,亲死,qin1 si3,tɕʰin˥ sɹ̩˨˩˦,tɕʰin˥ sɹ̩˨˩˦,否,,tɕʰin˥ ʂu˨˩˦,tɕʰin˥ ʂu˨˩˦,否,,[],拟音,非词汇同音词,舍不得呀，我要狠狠抱住亲鼠这个小昼,舍不得呀，我要狠狠抱住亲死这个小昼
biz_0118#1:01,biz_0118#1,饿鼠了,饿鼠了,饿鼠了,e4 shu3 le,饿死了,饿死了,e4 si3 le,ɤ˥˩ sɹ̩˨˩˦ lɤ,ɤ˥˩ sɹ̩˨˩˦ lɤ,否,,ɤ˥˩ ʂu˨˩˦ lɤ,ɤ˥˩ ʂu˨˩˦ lɤ,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,老师，您快点，孩子要饿鼠了,老师，您快点，孩子要饿死了
biz_0119#1:01,biz_0119#1,帅还是扫,帅还是扫,帅还是扫,shuai4 hai2 shi4 sao3,帅还是骚,帅还是骚,shuai4 hai2 shi4 sao1,ʂuai˥˩ xai˧˥ ʂɻ̩˥˩ sɑʊ˥,ʂuai˥˩ xai˧˥ ʂɻ̩˥˩ sɑʊ˥,否,,ʂuai˥˩ xai˧˥ ʂɻ̩˥˩ sɑʊ˨˩˦,ʂuai˥˩ xai˧˥ ʂɻ̩˥˩ sɑʊ˨˩˦,否,,[],拟音,歧义同音词,回答我男人要帅还是扫。。！,回答我男人要帅还是骚。。！
biz_0141#1:01,biz_0141#1,脚角,脚角,脚角,jiao3 jiao3,脚交,脚交,jiao3 jiao1,tɕiɑʊ˨˩˦ tɕiɑʊ˥,tɕiɑʊ˨˩˦ tɕiɑʊ˥,否,,tɕiɑʊ˨˩˦ tɕiɑʊ˨˩˦,tɕiɑʊ˨˩˦ tɕiɑʊ˨˩˦,否,,[],拟音,非词汇同音词,还有脚角,还有脚交
biz_0133#1:01,biz_0133#1,这么烧,这么烧,这么烧,zhe4 me shao1,这么骚,这么骚,zhe4 me sao1,ʈʂɤ˥˩ mɤ sɑʊ˥,ʈʂɤ˥˩ mɤ sɑʊ˥,否,,ʈʂɤ˥˩ mɤ ʂɑʊ˥,ʈʂɤ˥˩ mɤ ʂɑʊ˥,否,,[],拟音,歧义同音词,羊咩咩的小狗这么烧吗,羊咩咩的小狗这么骚吗
biz_0178#1:01,biz_0178#1,紫薇,紫薇,紫薇,zi3 wei1,自慰,自慰,zi4 wei4,tsɹ̩˥˩ wei˥˩,tsɹ̩˥˩ wei˥˩,否,,tsɹ̩˨˩˦ wei˥,tsɹ̩˨˩˦ wei˥,否,,[],拟音,歧义同音词,右位中宇 经常在家里紫薇,右位中宇 经常在家里自慰
biz_0104#1:01,biz_0104#1,哥力了,哥力了,哥力了,ge1 li4 le,哥立了,哥立了,ge1 li4 le,kɤ˥ li˥˩ lɤ,kɤ˥ li˥˩ lɤ,否,,kɤ˥ li˥˩ lɤ,kɤ˥ li˥˩ lɤ,否,,[],拟音,非词汇同音词,然后因为这样那样的原因进行了一些这样那样的情节，哥力了,然后因为这样那样的原因进行了一些这样那样的情节，哥立了
biz_0170#1:01,biz_0170#1,霜到,霜到,霜到,shuang1 dao4,爽到,爽到,shuang3 dao4,ʂuɑŋ˨˩˦ tɑʊ˥˩,ʂuɑŋ˨˩˦ tɑʊ˥˩,否,,ʂuɑŋ˥ tɑʊ˥˩,ʂuɑŋ˥ tɑʊ˥˩,否,,[],拟音,歧义同音词,那是宝宝霜到的感觉啊，宝宝平时不是很能说吗,那是宝宝爽到的感觉啊，宝宝平时不是很能说吗
biz_0180#1:01,biz_0180#1,荔了,荔了,荔了,li4 le,立了,立了,li4 le,li˥˩ lɤ,li˥˩ lɤ,否,,li˥˩ lɤ,li˥˩ lɤ,否,,[],拟音,非词汇同音词,哥哥直接荔了,哥哥直接立了
biz_0130#1:01,biz_0130#1,长得太涩,长得太涩,长得太涩,zhang3 de2 tai4 se4,长得太色,长得太色,zhang3 de2 tai4 se4,ʈʂɑŋ˨˩˦ tɤ˧˥ tʰai˥˩ sɤ˥˩,ʈʂɑŋ˨˩˦ tɤ˧˥ tʰai˥˩ sɤ˥˩,否,,ʈʂɑŋ˨˩˦ tɤ˧˥ tʰai˥˩ sɤ˥˩,ʈʂɑŋ˨˩˦ tɤ˧˥ tʰai˥˩ sɤ˥˩,否,,[],拟音,歧义同音词,前夫哥你的痣长得太涩。。。。。。。好想亲,前夫哥你的痣长得太色。。。。。。。好想亲
biz_0188#1:01,biz_0188#1,童颜聚茹,童颜聚茹,童颜聚茹,tong2 yan2 ju4 ru2,童颜巨乳,童颜巨乳,tong2 yan2 ju4 ru3,tʰʊŋ˧˥ jɛn˧˥ tɕy˥˩ ɻu˨˩˦,tʰʊŋ˧˥ jɛn˧˥ tɕy˥˩ ɻu˨˩˦,否,,tʰʊŋ˧˥ jɛn˧˥ tɕy˥˩ ɻu˧˥,tʰʊŋ˧˥ jɛn˧˥ tɕy˥˩ ɻu˧˥,否,,[],拟音,非词汇同音词,刚出道真的就是童颜聚茹,刚出道真的就是童颜巨乳
biz_0173#1:01,biz_0173#1,别发扫,别发扫,别发扫,bie2 fa1 sao3,别发骚,别发骚,bie2 fa1 sao1,piɛ˧˥ fa˥ sɑʊ˥,piɛ˧˥ fa˥ sɑʊ˥,否,,piɛ˧˥ fa˥ sɑʊ˨˩˦,piɛ˧˥ fa˥ sɑʊ˨˩˦,否,,[],拟音,非词汇同音词,被左毫不留情地抽了几巴掌叫右别发扫,被左毫不留情地抽了几巴掌叫右别发骚
biz_0160#1:01,biz_0160#1,喝9,喝9,喝九,he1 jiu3,喝酒,喝酒,he1 jiu3,xɤ˥ tɕiou˨˩˦,xɤ˥ tɕiou˨˩˦,否,,xɤ˥ tɕiou˨˩˦,xɤ˥ tɕiou˨˩˦,否,,"[{""surface"": ""9"", ""text"": ""九""}]",拟音,语音符号替代,还以为你是有心事才去尝试喝9的,还以为你是有心事才去尝试喝酒的
biz_0177#1:01,biz_0177#1,湿巾,湿巾,湿巾,shi1 jin1,失禁,失禁,shi1 jin4,ʂɻ̩˥ tɕin˥˩,ʂɻ̩˥ tɕin˥˩,否,,ʂɻ̩˥ tɕin˥,ʂɻ̩˥ tɕin˥,否,,[],拟音,歧义同音词,右位就被左位弄得直接湿巾了,右位就被左位弄得直接失禁了
biz_0172#1:01,biz_0172#1,留水,留水,留水,liu2 shui3,流水,流水,liu2 shui3,liou˧˥ ʂuei˨˩˦,liou˧˥ ʂuei˨˩˦,否,,liou˧˥ ʂuei˨˩˦,liou˧˥ ʂuei˨˩˦,否,,[],拟音,歧义同音词,学生恍然大悟原来是右位会留水的地方呀,学生恍然大悟原来是右位会流水的地方呀
biz_0190#1:01,biz_0190#1,豪吃,豪吃,豪吃,hao2 chi1,好吃,好吃,hao3 chi1,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,否,,xɑʊ˧˥ ʈʂʰɻ̩˥,xɑʊ˧˥ ʈʂʰɻ̩˥,否,,[],拟音,非词汇同音词,豪吃😋,好吃😋
biz_0233#1:01,biz_0233#1,容易shuang,容易shuang,容易shuang,rong2 yi4 shuang,容易爽,容易爽,rong2 yi4 shuang3,ɻʊŋ˧˥ i˥˩ ʂuɑŋ˨˩˦,ɻʊŋ˧˥ i˥˩ ʂuɑŋ˨˩˦,否,,ɻʊŋ˧˥ i˥˩ ʂuɑŋ,ɻʊŋ˧˥ i˥˩ ʂuɑŋ,否,,[],拟音,语音符号替代,钻的头就被迫按在扔里 然后就特别容易shuang,钻的头就被迫按在胸里 然后就特别容易爽
biz_0179#1:01,biz_0179#1,银角了起来,银角了起来,银角了起来,yin2 jiao3 le qi3 lai2,淫叫了起来,淫叫了起来,yin2 jiao4 le qi3 lai2,in˧˥ tɕiɑʊ˥˩ lɤ tɕʰi˨˩˦ lai˧˥,in˧˥ tɕiɑʊ˥˩ lɤ tɕʰi˨˩˦ lai˧˥,否,,in˧˥ tɕiɑʊ˨˩˦ lɤ tɕʰi˨˩˦ lai˧˥,in˧˥ tɕiɑʊ˨˩˦ lɤ tɕʰi˨˩˦ lai˧˥,否,,[],拟音,歧义同音词,揉的右轻轻银角了起来,揉的右轻轻淫叫了起来
biz_0309#1:01,biz_0309#1,喜欢鼠你了,喜欢鼠你了,喜欢鼠你了,xi3 huan1 shu3 ni3 le,喜欢死你了,喜欢死你了,xi3 huan1 si3 ni3 le,ɕi˨˩˦ xuan˥ sɹ̩˨˩˦ ni˨˩˦ lɤ,ɕi˨˩˦ xuan˥ sɹ̩˨˩˦ ni˨˩˦ lɤ,否,,ɕi˨˩˦ xuan˥ ʂu˨˩˦ ni˨˩˦ lɤ,ɕi˨˩˦ xuan˥ ʂu˨˩˦ ni˨˩˦ lɤ,否,,[],拟音,歧义同音词,青梅我喜欢鼠你了,青梅我喜欢死你了
biz_0171#1:01,biz_0171#1,酥糊,酥糊,酥糊,su1 hu2,舒服,舒服,shu1 fu2,ʂu˥ fu˧˥,ʂu˥ fu˧˥,否,,su˥ xu˧˥,su˥ xu˧˥,否,,[],拟音,非词汇同音词,老师拿着教鞭戳戳说这里是会酥糊的地方,老师拿着教鞭戳戳说这里是会舒服的地方
biz_0261#1:01,biz_0261#1,守根砂,守根砂,守根砂,shou3 gen1 sha1,守宫砂,守宫砂,shou3 gong1 sha1,ʂoʊ˨˩˦ kʊŋ˥ ʂa˥,ʂoʊ˨˩˦ kʊŋ˥ ʂa˥,否,,ʂoʊ˨˩˦ kən˥ ʂa˥,ʂoʊ˨˩˦ kən˥ ʂa˥,否,,[],拟音,歧义同音词,守根砂,守宫砂
biz_0316#1:01,biz_0316#1,铝铜,铝铜,铝铜,lv3 tong2,女同,女同,nv3 tong2,ny˨˩˦ tʰʊŋ˧˥,ny˨˩˦ tʰʊŋ˧˥,否,,ly˨˩˦ tʰʊŋ˧˥,ly˨˩˦ tʰʊŋ˧˥,否,,[],拟音,歧义同音词,走遍百合，我是铝铜～,走遍百合，我是女同～
biz_0364#1:01,biz_0364#1,几颗法情,几颗法情,几颗法情,ji3 ke1 fa3 qing2,饥渴发情,饥渴发情,ji1 ke3 fa1 qing2,tɕi˥ kʰɤ˨˩˦ fa˥ tɕʰiŋ˧˥,tɕi˥ kʰɤ˨˩˦ fa˥ tɕʰiŋ˧˥,否,,tɕi˨˩˦ kʰɤ˥ fa˨˩˦ tɕʰiŋ˧˥,tɕi˨˩˦ kʰɤ˥ fa˨˩˦ tɕʰiŋ˧˥,否,,[],拟音,非词汇同音词,妹一直处于一种几颗法情的状态，但一直得不到慢租,妹一直处于一种饥渴发情的状态，但一直得不到满足
biz_0364#1:02,biz_0364#1,慢租,慢租,慢租,man4 zu1,满足,满足,man3 zu2,man˨˩˦ tsu˧˥,man˨˩˦ tsu˧˥,否,,man˥˩ tsu˥,man˥˩ tsu˥,否,,[],拟音,非词汇同音词,妹一直处于一种几颗法情的状态，但一直得不到慢租,妹一直处于一种饥渴发情的状态，但一直得不到满足
biz_0278#1:01,biz_0278#1,度数不高的9,度数不高的9,度数不高的九,du4 shu4 bu4 gao1 de jiu3,度数不高的酒,度数不高的酒,du4 shu4 bu4 gao1 de jiu3,tu˥˩ ʂu˥˩ pu˥˩ kɑʊ˥ tɤ tɕiou˨˩˦,tu˥˩ ʂu˥˩ pu˥˩ kɑʊ˥ tɤ tɕiou˨˩˦,否,,tu˥˩ ʂu˥˩ pu˥˩ kɑʊ˥ tɤ tɕiou˨˩˦,tu˥˩ ʂu˥˩ pu˥˩ kɑʊ˥ tɤ tɕiou˨˩˦,否,,"[{""surface"": ""9"", ""text"": ""九""}]",拟音,语音符号替代,喝了点度数不高的9 身上的体香混着淡淡的甜酒味,喝了点度数不高的酒 身上的体香混着淡淡的甜酒味
biz_0314#1:01,biz_0314#1,侄女,侄女,侄女,zhi2 nv3,直女,直女,zhi2 nv3,ʈʂɻ̩˧˥ ny˨˩˦,ʈʂɻ̩˧˥ ny˨˩˦,否,,ʈʂɻ̩˧˥ ny˨˩˦,ʈʂɻ̩˧˥ ny˨˩˦,否,,[],拟音,歧义同音词,我也侄女，做梦全是趴在女孩子身上用功,我也直女，做梦全是趴在女孩子身上用功
biz_0365#1:01,biz_0365#1,好瑟琴,好瑟琴,好瑟琴,hao3 se4 qin2,好色情,好色情,hao4 se4 qing2,xɑʊ˥˩ sɤ˥˩ tɕʰiŋ˧˥,xɑʊ˥˩ sɤ˥˩ tɕʰiŋ˧˥,否,,xɑʊ˨˩˦ sɤ˥˩ tɕʰin˧˥,xɑʊ˨˩˦ sɤ˥˩ tɕʰin˧˥,否,,[],拟音,非词汇同音词,还会留痕好瑟琴。。。卡卡因为长期翻墙,还会留痕好色情。。。卡卡因为长期翻墙
biz_0367#1:01,biz_0367#1,我的发,我的发,我的发,wo3 de fa1,waht the fuck,waht the fuck,waht the fuck,wˈɑːt ðə fˈʌk,wˈɑːt ðə fˈʌk,否,,wɔ˨˩˦ tɤ fa˥,wɔ˨˩˦ tɤ fa˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,我的发，我的发，我的发，我的发,waht the fuck，waht the fuck，waht the fuck，waht the fuck
biz_0384#1:01,biz_0384#1,豪赤,豪赤,豪赤,hao2 chi4,好吃,好吃,hao3 chi1,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,否,,xɑʊ˧˥ ʈʂʰɻ̩˥˩,xɑʊ˧˥ ʈʂʰɻ̩˥˩,否,,[],拟音,非词汇同音词,豪赤豪赤豪赤,好吃好吃好吃
biz_0395#1:01,biz_0395#1,淦,淦,淦,gan4,干,干,gan4,kan˥˩,kan˥˩,否,,kan˥˩,kan˥˩,否,,[],拟音,歧义同音词,你俩接下来是不是要淦,你俩接下来是不是要干
biz_0163#1:01,biz_0163#1,小雪,小雪,小雪,xiao3 xue3,小穴,小穴,xiao3 xue2,ɕiɑʊ˨˩˦ ɕyɛ˧˥,ɕiɑʊ˨˩˦ ɕyɛ˧˥,否,,ɕiɑʊ˨˩˦ ɕyɛ˨˩˦,ɕiɑʊ˨˩˦ ɕyɛ˨˩˦,否,,[],拟音,歧义同音词,右位就出个小雪撅着等左位进😘,右位就出个小穴撅着等左位进😘
biz_0369#1:01,biz_0369#1,酥胡,酥胡,酥胡,su1 hu2,舒服,舒服,shu1 fu2,ʂu˥ fu˧˥,ʂu˥ fu˧˥,否,,su˥ xu˧˥,su˥ xu˧˥,否,,[],拟音,非词汇同音词,房叔叔，好酥胡好牛呀,房叔叔，好舒服好牛呀
biz_0222#1:01,biz_0222#1,chuang上,chuang上,chuang上,chuang shang4,床上,床上,chuang2 shang4,ʈʂʰuɑŋ˧˥ ʂɑŋ˥˩,ʈʂʰuɑŋ˧˥ ʂɑŋ˥˩,否,,ʈʂʰuɑŋ ʂɑŋ˥˩,ʈʂʰuɑŋ ʂɑŋ˥˩,否,,[],拟音,语音符号替代,可能就会在chuang上故意摩挲斐斐的敏感点,可能就会在床上故意摩挲斐斐的敏感点
biz_0363#1:01,biz_0363#1,虾面,虾面,虾面,xia1 mian4,下面,下面,xia4 mian4,ɕia˥˩ miɛn˥˩,ɕia˥˩ miɛn˥˩,否,,ɕia˥ miɛn˥˩,ɕia˥ miɛn˥˩,否,,[],拟音,歧义同音词,左还会觉得很好玩，一直按一直按 这个时候右虾面就会一直流水,左还会觉得很好玩，一直按一直按 这个时候右下面就会一直流水
biz_0221#1:01,biz_0221#1,一边ding,一边ding,一边ding,yi1 bian1 ding,一边顶,一边顶,yi1 bian1 ding3,i˥ piɛn˥ tiŋ˨˩˦,i˥ piɛn˥ tiŋ˨˩˦,否,,i˥ piɛn˥ tiŋ,i˥ piɛn˥ tiŋ,否,,[],拟音,语音符号替代,所以V坏心眼的一边ding一边跟斐说Felix也不想让其他人发现我们两个吧,所以V坏心眼的一边顶一边跟斐说Felix也不想让其他人发现我们两个吧
biz_0449#1:01,biz_0449#1,铁腚,铁腚,铁腚,tie3 ding4,铁锭,铁锭,tie3 ding4,tʰiɛ˨˩˦ tiŋ˥˩,tʰiɛ˨˩˦ tiŋ˥˩,否,,tʰiɛ˨˩˦ tiŋ˥˩,tʰiɛ˨˩˦ tiŋ˥˩,否,,[],拟音,歧义同音词,怒摔铁腚,怒摔铁锭
biz_0427#1:01,biz_0427#1,内设,内设,内设,nei4 she4,内射,内射,nei4 she4,nei˥˩ ʂɤ˥˩,nei˥˩ ʂɤ˥˩,否,,nei˥˩ ʂɤ˥˩,nei˥˩ ʂɤ˥˩,否,,[],拟音,非词汇同音词,这口最美味了，占有欲极强的1反复内设最后敬业和茑全蛇进去,这口最美味了，占有欲极强的1反复内射最后精液和尿全射进去
biz_0427#1:02,biz_0427#1,敬业,敬业,敬业,jing4 ye4,精液,精液,jing1 ye4,tɕiŋ˥ jɛ˥˩,tɕiŋ˥ jɛ˥˩,否,,tɕiŋ˥˩ jɛ˥˩,tɕiŋ˥˩ jɛ˥˩,否,,[],拟音,非词汇同音词,这口最美味了，占有欲极强的1反复内设最后敬业和茑全蛇进去,这口最美味了，占有欲极强的1反复内射最后精液和尿全射进去
